Event,Latitude,Longitude,Depth [m],Symbiosis,Spine,Relative Abundance
GeoB2109-1,-27.9117,-45.8817,0.48,symbiont-facultative,non-spinose,0.3021
GeoB2109-1,-27.9117,-45.8817,0.48,symbiont-facultative,spinose,0
GeoB2109-1,-27.9117,-45.8817,0.48,symbiont-obligate,spinose,0.4527
GeoB2109-1,-27.9117,-45.8817,0.48,undetermined,non-spinose,0.023399999999999997
GeoB2109-1,-27.9117,-45.8817,0.53,symbiont-barren,non-spinose,0.14850000000000002
GeoB2109-1,-27.9117,-45.8817,0.53,symbiont-barren,spinose,0.0659
GeoB2109-1,-27.9117,-45.8817,0.53,symbiont-bearing,non-spinose,0
GeoB2109-1,-27.9117,-45.8817,0.53,symbiont-bearing,spinose,0.056799999999999996
GeoB2109-1,-27.9117,-45.8817,0.53,symbiont-facultative,non-spinose,0.25520000000000004
GeoB2109-1,-27.9117,-45.8817,0.53,symbiont-facultative,spinose,0
GeoB2109-1,-27.9117,-45.8817,0.53,symbiont-obligate,spinose,0.4568
GeoB2109-1,-27.9117,-45.8817,0.53,undetermined,non-spinose,0.0168
GeoB2109-1,-27.9117,-45.8817,0.58,symbiont-barren,non-spinose,0.16550000000000004
GeoB2109-1,-27.9117,-45.8817,0.58,symbiont-barren,spinose,0.048600000000000004
GeoB2109-1,-27.9117,-45.8817,0.58,symbiont-bearing,non-spinose,0
GeoB2109-1,-27.9117,-45.8817,0.58,symbiont-bearing,spinose,0.054000000000000006
GeoB2109-1,-27.9117,-45.8817,0.58,symbiont-facultative,non-spinose,0.3668
GeoB2109-1,-27.9117,-45.8817,0.58,symbiont-facultative,spinose,0
GeoB2109-1,-27.9117,-45.8817,0.58,symbiont-obligate,spinose,0.3498
GeoB2109-1,-27.9117,-45.8817,0.58,undetermined,non-spinose,0.013
GeoB2109-1,-27.9117,-45.8817,0.63,symbiont-barren,non-spinose,0.1472
GeoB2109-1,-27.9117,-45.8817,0.63,symbiont-barren,spinose,0.0407
GeoB2109-1,-27.9117,-45.8817,0.63,symbiont-bearing,non-spinose,0
GeoB2109-1,-27.9117,-45.8817,0.63,symbiont-bearing,spinose,0.09789999999999999
GeoB2109-1,-27.9117,-45.8817,0.63,symbiont-facultative,non-spinose,0.2591
GeoB2109-1,-27.9117,-45.8817,0.63,symbiont-facultative,spinose,0
GeoB2109-1,-27.9117,-45.8817,0.63,symbiont-obligate,spinose,0.44410000000000005
GeoB2109-1,-27.9117,-45.8817,0.63,undetermined,non-spinose,0.0094
GeoB2116-4,-25.5117,-35.9983,0.28,symbiont-barren,non-spinose,0.3837
GeoB2116-4,-25.5117,-35.9983,0.28,symbiont-barren,spinose,0.0443
GeoB2116-4,-25.5117,-35.9983,0.28,symbiont-bearing,non-spinose,0
GeoB2116-4,-25.5117,-35.9983,0.28,symbiont-bearing,spinose,0
GeoB2116-4,-25.5117,-35.9983,0.28,symbiont-facultative,non-spinose,0.2219
GeoB2116-4,-25.5117,-35.9983,0.28,symbiont-facultative,spinose,0
GeoB2116-4,-25.5117,-35.9983,0.28,symbiont-obligate,spinose,0.3499
GeoB2116-4,-25.5117,-35.9983,0.28,undetermined,non-spinose,0
GeoB2117-1,-23.0383,-36.6517,0.23,symbiont-barren,non-spinose,0.0536
GeoB2117-1,-23.0383,-36.6517,0.23,symbiont-barren,spinose,0.09190000000000001
GeoB2117-1,-23.0383,-36.6517,0.23,symbiont-bearing,non-spinose,0
GeoB2117-1,-23.0383,-36.6517,0.23,symbiont-bearing,spinose,0.0258
GeoB2117-1,-23.0383,-36.6517,0.23,symbiont-facultative,non-spinose,0.09020000000000002
GeoB2117-1,-23.0383,-36.6517,0.23,symbiont-facultative,spinose,0
GeoB2117-1,-23.0383,-36.6517,0.23,symbiont-obligate,spinose,0.7304999999999999
GeoB2117-1,-23.0383,-36.6517,0.23,undetermined,non-spinose,0.0064
GeoB2125-1,-20.8233,-39.8633,0.33,symbiont-barren,non-spinose,0.036
GeoB2125-1,-20.8233,-39.8633,0.33,symbiont-barren,spinose,0.0223
GeoB2125-1,-20.8233,-39.8633,0.33,symbiont-bearing,non-spinose,0
GeoB2125-1,-20.8233,-39.8633,0.33,symbiont-bearing,spinose,0.05020000000000001
GeoB2125-1,-20.8233,-39.8633,0.33,symbiont-facultative,non-spinose,0.3325
GeoB2125-1,-20.8233,-39.8633,0.33,symbiont-facultative,spinose,0
GeoB2125-1,-20.8233,-39.8633,0.33,symbiont-obligate,spinose,0.5438
GeoB2125-1,-20.8233,-39.8633,0.33,undetermined,non-spinose,0.0123
GeoB2125-1,-20.8233,-39.8633,0.38,symbiont-barren,non-spinose,0.025
GeoB2125-1,-20.8233,-39.8633,0.38,symbiont-barren,spinose,0.0159
GeoB2125-1,-20.8233,-39.8633,0.38,symbiont-bearing,non-spinose,0
GeoB2125-1,-20.8233,-39.8633,0.38,symbiont-bearing,spinose,0.05369999999999999
GeoB2125-1,-20.8233,-39.8633,0.38,symbiont-facultative,non-spinose,0.3503
GeoB2125-1,-20.8233,-39.8633,0.38,symbiont-facultative,spinose,0.0072
GeoB2125-1,-20.8233,-39.8633,0.38,symbiont-obligate,spinose,0.5378000000000001
GeoB2125-1,-20.8233,-39.8633,0.38,undetermined,non-spinose,0.002
GeoB2202-4,-8.1983,-34.265,0.78,symbiont-barren,non-spinose,0.0399
GeoB2202-4,-8.1983,-34.265,0.78,symbiont-barren,spinose,0.0092
GeoB2202-4,-8.1983,-34.265,0.78,symbiont-bearing,non-spinose,0
GeoB2202-4,-8.1983,-34.265,0.78,symbiont-bearing,spinose,0.028300000000000002
GeoB2202-4,-8.1983,-34.265,0.78,symbiont-facultative,non-spinose,0.156
GeoB2202-4,-8.1983,-34.265,0.78,symbiont-facultative,spinose,0
GeoB2202-4,-8.1983,-34.265,0.78,symbiont-obligate,spinose,0.7455
GeoB2202-4,-8.1983,-34.265,0.78,undetermined,non-spinose,0.0202
GeoB2202-4,-8.1983,-34.265,0.83,symbiont-barren,non-spinose,0.037899999999999996
GeoB2202-4,-8.1983,-34.265,0.83,symbiont-barren,spinose,0.0114
GeoB2202-4,-8.1983,-34.265,0.83,symbiont-bearing,non-spinose,0
GeoB2202-4,-8.1983,-34.265,0.83,symbiont-bearing,spinose,0.0378
GeoB2202-4,-8.1983,-34.265,0.83,symbiont-facultative,non-spinose,0.1726
GeoB2202-4,-8.1983,-34.265,0.83,symbiont-facultative,spinose,0
GeoB2202-4,-8.1983,-34.265,0.83,symbiont-obligate,spinose,0.7153999999999999
GeoB2202-4,-8.1983,-34.265,0.83,undetermined,non-spinose,0.0239
GeoB2202-4,-8.1983,-34.265,0.88,symbiont-barren,non-spinose,0.033299999999999996
GeoB2202-4,-8.1983,-34.265,0.88,symbiont-barren,spinose,0.021200000000000004
GeoB2202-4,-8.1983,-34.265,0.88,symbiont-bearing,non-spinose,0
GeoB2202-4,-8.1983,-34.265,0.88,symbiont-bearing,spinose,0.06180000000000001
GeoB2202-4,-8.1983,-34.265,0.88,symbiont-facultative,non-spinose,0.19619999999999999
GeoB2202-4,-8.1983,-34.265,0.88,symbiont-facultative,spinose,0
GeoB2202-4,-8.1983,-34.265,0.88,symbiont-obligate,spinose,0.6816
GeoB2202-4,-8.1983,-34.265,0.88,undetermined,non-spinose,0.0058
GeoB2202-4,-8.1983,-34.265,0.93,symbiont-barren,non-spinose,0.0211
GeoB2202-4,-8.1983,-34.265,0.93,symbiont-barren,spinose,0.0084
GeoB2202-4,-8.1983,-34.265,0.93,symbiont-bearing,non-spinose,0
GeoB2202-4,-8.1983,-34.265,0.93,symbiont-bearing,spinose,0.07050000000000001
GeoB2202-4,-8.1983,-34.265,0.93,symbiont-facultative,non-spinose,0.20199999999999999
GeoB2202-4,-8.1983,-34.265,0.93,symbiont-facultative,spinose,0
GeoB2202-4,-8.1983,-34.265,0.93,symbiont-obligate,spinose,0.6819999999999999
GeoB2202-4,-8.1983,-34.265,0.93,undetermined,non-spinose,0.0161
GeoB2204-2,-8.5283,-34.0217,0.33,symbiont-barren,non-spinose,0.0409
GeoB2204-2,-8.5283,-34.0217,0.33,symbiont-barren,spinose,0.006200000000000001
GeoB2204-2,-8.5283,-34.0217,0.33,symbiont-bearing,non-spinose,0
GeoB2204-2,-8.5283,-34.0217,0.33,symbiont-bearing,spinose,0.014100000000000001
GeoB2204-2,-8.5283,-34.0217,0.33,symbiont-facultative,non-spinose,0.15599999999999997
GeoB2204-2,-8.5283,-34.0217,0.33,symbiont-facultative,spinose,0
GeoB2204-2,-8.5283,-34.0217,0.33,symbiont-obligate,spinose,0.7642
GeoB2204-2,-8.5283,-34.0217,0.33,undetermined,non-spinose,0.0175
GeoB2204-2,-8.5283,-34.0217,0.38,symbiont-barren,non-spinose,0.041
GeoB2204-2,-8.5283,-34.0217,0.38,symbiont-barren,spinose,0.0112
GeoB2204-2,-8.5283,-34.0217,0.38,symbiont-bearing,non-spinose,0
GeoB2204-2,-8.5283,-34.0217,0.38,symbiont-bearing,spinose,0.024599999999999997
GeoB2204-2,-8.5283,-34.0217,0.38,symbiont-facultative,non-spinose,0.1421
GeoB2204-2,-8.5283,-34.0217,0.38,symbiont-facultative,spinose,0
GeoB2204-2,-8.5283,-34.0217,0.38,symbiont-obligate,spinose,0.7337
GeoB2204-2,-8.5283,-34.0217,0.38,undetermined,non-spinose,0.047400000000000005
GeoB2215-10,0.0067,-23.495,0.43,symbiont-barren,non-spinose,0.2924
GeoB2215-10,0.0067,-23.495,0.43,symbiont-barren,spinose,0.09899999999999999
GeoB2215-10,0.0067,-23.495,0.43,symbiont-bearing,non-spinose,0
GeoB2215-10,0.0067,-23.495,0.43,symbiont-bearing,spinose,0.0172
GeoB2215-10,0.0067,-23.495,0.43,symbiont-facultative,non-spinose,0.2721
GeoB2215-10,0.0067,-23.495,0.43,symbiont-facultative,spinose,0
GeoB2215-10,0.0067,-23.495,0.43,symbiont-obligate,spinose,0.2963
GeoB2215-10,0.0067,-23.495,0.43,undetermined,non-spinose,0.0221
GeoB2215-10,0.0067,-23.495,0.48,symbiont-barren,non-spinose,0.39759999999999995
GeoB2215-10,0.0067,-23.495,0.48,symbiont-barren,spinose,0.0392
GeoB2215-10,0.0067,-23.495,0.48,symbiont-bearing,non-spinose,0
GeoB2215-10,0.0067,-23.495,0.48,symbiont-bearing,spinose,0.0034000000000000002
GeoB2215-10,0.0067,-23.495,0.48,symbiont-facultative,non-spinose,0.3634
GeoB2215-10,0.0067,-23.495,0.48,symbiont-facultative,spinose,0
GeoB2215-10,0.0067,-23.495,0.48,symbiont-obligate,spinose,0.1911
GeoB2215-10,0.0067,-23.495,0.48,undetermined,non-spinose,0.0051
GeoB2819-1,-30.8483,-38.3433,0.13,symbiont-barren,non-spinose,0.3686
GeoB2819-1,-30.8483,-38.3433,0.13,symbiont-barren,spinose,0.1386
GeoB2819-1,-30.8483,-38.3433,0.13,symbiont-bearing,non-spinose,0
GeoB2819-1,-30.8483,-38.3433,0.13,symbiont-bearing,spinose,0.0285
GeoB2819-1,-30.8483,-38.3433,0.13,symbiont-facultative,non-spinose,0.17569999999999997
GeoB2819-1,-30.8483,-38.3433,0.13,symbiont-facultative,spinose,0
GeoB2819-1,-30.8483,-38.3433,0.13,symbiont-obligate,spinose,0.27449999999999997
GeoB2819-1,-30.8483,-38.3433,0.13,undetermined,non-spinose,0.011800000000000001
GeoB3104-1,-3.6667,-37.7167,1.73,symbiont-barren,non-spinose,0.0337
GeoB3104-1,-3.6667,-37.7167,1.73,symbiont-barren,spinose,0
GeoB3104-1,-3.6667,-37.7167,1.73,symbiont-bearing,non-spinose,0
GeoB3104-1,-3.6667,-37.7167,1.73,symbiont-bearing,spinose,0.0167
GeoB3104-1,-3.6667,-37.7167,1.73,symbiont-facultative,non-spinose,0.29969999999999997
GeoB3104-1,-3.6667,-37.7167,1.73,symbiont-facultative,spinose,0
GeoB3104-1,-3.6667,-37.7167,1.73,symbiont-obligate,spinose,0.623
GeoB3104-1,-3.6667,-37.7167,1.73,undetermined,non-spinose,0.0128
GeoB3104-1,-3.6667,-37.7167,1.78,symbiont-barren,non-spinose,0.0595
GeoB3104-1,-3.6667,-37.7167,1.78,symbiont-barren,spinose,0
GeoB3104-1,-3.6667,-37.7167,1.78,symbiont-bearing,non-spinose,0
GeoB3104-1,-3.6667,-37.7167,1.78,symbiont-bearing,spinose,0.0158
GeoB3104-1,-3.6667,-37.7167,1.78,symbiont-facultative,non-spinose,0.33730000000000004
GeoB3104-1,-3.6667,-37.7167,1.78,symbiont-facultative,spinose,0
GeoB3104-1,-3.6667,-37.7167,1.78,symbiont-obligate,spinose,0.5502
GeoB3104-1,-3.6667,-37.7167,1.78,undetermined,non-spinose,0.0111
GeoB3104-1,-3.6667,-37.7167,1.83,symbiont-barren,non-spinose,0.0673
GeoB3104-1,-3.6667,-37.7167,1.83,symbiont-barren,spinose,0
GeoB3104-1,-3.6667,-37.7167,1.83,symbiont-bearing,non-spinose,0
GeoB3104-1,-3.6667,-37.7167,1.83,symbiont-bearing,spinose,0.0177
GeoB3104-1,-3.6667,-37.7167,1.83,symbiont-facultative,non-spinose,0.2985
GeoB3104-1,-3.6667,-37.7167,1.83,symbiont-facultative,spinose,0
GeoB3104-1,-3.6667,-37.7167,1.83,symbiont-obligate,spinose,0.5732
GeoB3104-1,-3.6667,-37.7167,1.83,undetermined,non-spinose,0.0239
GeoB3104-1,-3.6667,-37.7167,1.88,symbiont-barren,non-spinose,0.06570000000000001
GeoB3104-1,-3.6667,-37.7167,1.88,symbiont-barren,spinose,0
GeoB3104-1,-3.6667,-37.7167,1.88,symbiont-bearing,non-spinose,0
GeoB3104-1,-3.6667,-37.7167,1.88,symbiont-bearing,spinose,0.0429
GeoB3104-1,-3.6667,-37.7167,1.88,symbiont-facultative,non-spinose,0.3189
GeoB3104-1,-3.6667,-37.7167,1.88,symbiont-facultative,spinose,0
GeoB3104-1,-3.6667,-37.7167,1.88,symbiont-obligate,spinose,0.5224
GeoB3104-1,-3.6667,-37.7167,1.88,undetermined,non-spinose,0.0398
GeoB3104-1,-3.6667,-37.7167,1.98,symbiont-barren,non-spinose,0.0888
GeoB3104-1,-3.6667,-37.7167,1.98,symbiont-barren,spinose,0
GeoB3104-1,-3.6667,-37.7167,1.98,symbiont-bearing,non-spinose,0
GeoB3104-1,-3.6667,-37.7167,1.98,symbiont-bearing,spinose,0.048
GeoB3104-1,-3.6667,-37.7167,1.98,symbiont-facultative,non-spinose,0.2701
GeoB3104-1,-3.6667,-37.7167,1.98,symbiont-facultative,spinose,0
GeoB3104-1,-3.6667,-37.7167,1.98,symbiont-obligate,spinose,0.5545
GeoB3104-1,-3.6667,-37.7167,1.98,undetermined,non-spinose,0.0264
GeoB3117-1,-4.295,-37.0917,2.98,symbiont-barren,non-spinose,0.068
GeoB3117-1,-4.295,-37.0917,2.98,symbiont-barren,spinose,0
GeoB3117-1,-4.295,-37.0917,2.98,symbiont-bearing,non-spinose,0
GeoB3117-1,-4.295,-37.0917,2.98,symbiont-bearing,spinose,0.048600000000000004
GeoB3117-1,-4.295,-37.0917,2.98,symbiont-facultative,non-spinose,0.2859
GeoB3117-1,-4.295,-37.0917,2.98,symbiont-facultative,spinose,0
GeoB3117-1,-4.295,-37.0917,2.98,symbiont-obligate,spinose,0.5650000000000001
GeoB3117-1,-4.295,-37.0917,2.98,undetermined,non-spinose,0.0067
GeoB3117-1,-4.295,-37.0917,3.03,symbiont-barren,non-spinose,0.0758
GeoB3117-1,-4.295,-37.0917,3.03,symbiont-barren,spinose,0
GeoB3117-1,-4.295,-37.0917,3.03,symbiont-bearing,non-spinose,0
GeoB3117-1,-4.295,-37.0917,3.03,symbiont-bearing,spinose,0.0449
GeoB3117-1,-4.295,-37.0917,3.03,symbiont-facultative,non-spinose,0.28969999999999996
GeoB3117-1,-4.295,-37.0917,3.03,symbiont-facultative,spinose,0
GeoB3117-1,-4.295,-37.0917,3.03,symbiont-obligate,spinose,0.5384
GeoB3117-1,-4.295,-37.0917,3.03,undetermined,non-spinose,0.0079
GeoB3117-1,-4.295,-37.0917,3.13,symbiont-barren,non-spinose,0.0691
GeoB3117-1,-4.295,-37.0917,3.13,symbiont-barren,spinose,0
GeoB3117-1,-4.295,-37.0917,3.13,symbiont-bearing,non-spinose,0
GeoB3117-1,-4.295,-37.0917,3.13,symbiont-bearing,spinose,0.1008
GeoB3117-1,-4.295,-37.0917,3.13,symbiont-facultative,non-spinose,0.262
GeoB3117-1,-4.295,-37.0917,3.13,symbiont-facultative,spinose,0
GeoB3117-1,-4.295,-37.0917,3.13,symbiont-obligate,spinose,0.5363
GeoB3117-1,-4.295,-37.0917,3.13,undetermined,non-spinose,0.0147
GeoB3117-1,-4.295,-37.0917,3.23,symbiont-barren,non-spinose,0.059899999999999995
GeoB3117-1,-4.295,-37.0917,3.23,symbiont-barren,spinose,0
GeoB3117-1,-4.295,-37.0917,3.23,symbiont-bearing,non-spinose,0
GeoB3117-1,-4.295,-37.0917,3.23,symbiont-bearing,spinose,0.027100000000000003
GeoB3117-1,-4.295,-37.0917,3.23,symbiont-facultative,non-spinose,0.3048
GeoB3117-1,-4.295,-37.0917,3.23,symbiont-facultative,spinose,0
GeoB3117-1,-4.295,-37.0917,3.23,symbiont-obligate,spinose,0.5579999999999999
GeoB3117-1,-4.295,-37.0917,3.23,undetermined,non-spinose,0.0232
GeoB3117-1,-4.295,-37.0917,3.33,symbiont-barren,non-spinose,0.0538
GeoB3117-1,-4.295,-37.0917,3.33,symbiont-barren,spinose,0.0098
GeoB3117-1,-4.295,-37.0917,3.33,symbiont-bearing,non-spinose,0
GeoB3117-1,-4.295,-37.0917,3.33,symbiont-bearing,spinose,0.0245
GeoB3117-1,-4.295,-37.0917,3.33,symbiont-facultative,non-spinose,0.26130000000000003
GeoB3117-1,-4.295,-37.0917,3.33,symbiont-facultative,spinose,0
GeoB3117-1,-4.295,-37.0917,3.33,symbiont-obligate,spinose,0.591
GeoB3117-1,-4.295,-37.0917,3.33,undetermined,non-spinose,0.0159
GeoB3117-1,-4.295,-37.0917,3.43,symbiont-barren,non-spinose,0.0473
GeoB3117-1,-4.295,-37.0917,3.43,symbiont-barren,spinose,0
GeoB3117-1,-4.295,-37.0917,3.43,symbiont-bearing,non-spinose,0
GeoB3117-1,-4.295,-37.0917,3.43,symbiont-bearing,spinose,0.0131
GeoB3117-1,-4.295,-37.0917,3.43,symbiont-facultative,non-spinose,0.20559999999999998
GeoB3117-1,-4.295,-37.0917,3.43,symbiont-facultative,spinose,0
GeoB3117-1,-4.295,-37.0917,3.43,symbiont-obligate,spinose,0.7125999999999999
GeoB3117-1,-4.295,-37.0917,3.43,undetermined,non-spinose,0.0155
GeoB3117-1,-4.295,-37.0917,3.53,symbiont-barren,non-spinose,0.0276
GeoB3117-1,-4.295,-37.0917,3.53,symbiont-barren,spinose,0.0034000000000000002
GeoB3117-1,-4.295,-37.0917,3.53,symbiont-bearing,non-spinose,0
GeoB3117-1,-4.295,-37.0917,3.53,symbiont-bearing,spinose,0.0207
GeoB3117-1,-4.295,-37.0917,3.53,symbiont-facultative,non-spinose,0.1973
GeoB3117-1,-4.295,-37.0917,3.53,symbiont-facultative,spinose,0
GeoB3117-1,-4.295,-37.0917,3.53,symbiont-obligate,spinose,0.7233999999999999
GeoB3117-1,-4.295,-37.0917,3.53,undetermined,non-spinose,0.0146
GeoB3175-1,-7.0533,-34.4633,1.68,symbiont-barren,non-spinose,0.06369999999999999
GeoB3175-1,-7.0533,-34.4633,1.68,symbiont-barren,spinose,0.0227
GeoB3175-1,-7.0533,-34.4633,1.68,symbiont-bearing,non-spinose,0.006500000000000001
GeoB3175-1,-7.0533,-34.4633,1.68,symbiont-bearing,spinose,0.022600000000000002
GeoB3175-1,-7.0533,-34.4633,1.68,symbiont-facultative,non-spinose,0.0942
GeoB3175-1,-7.0533,-34.4633,1.68,symbiont-facultative,spinose,0
GeoB3175-1,-7.0533,-34.4633,1.68,symbiont-obligate,spinose,0.7708999999999999
GeoB3175-1,-7.0533,-34.4633,1.68,undetermined,non-spinose,0.016
GeoB3175-1,-7.0533,-34.4633,1.73,symbiont-barren,non-spinose,0.0529
GeoB3175-1,-7.0533,-34.4633,1.73,symbiont-barren,spinose,0.033999999999999996
GeoB3175-1,-7.0533,-34.4633,1.73,symbiont-bearing,non-spinose,0
GeoB3175-1,-7.0533,-34.4633,1.73,symbiont-bearing,spinose,0.0406
GeoB3175-1,-7.0533,-34.4633,1.73,symbiont-facultative,non-spinose,0.09280000000000002
GeoB3175-1,-7.0533,-34.4633,1.73,symbiont-facultative,spinose,0
GeoB3175-1,-7.0533,-34.4633,1.73,symbiont-obligate,spinose,0.7711
GeoB3175-1,-7.0533,-34.4633,1.73,undetermined,non-spinose,0.0066
GeoB3175-1,-7.0533,-34.4633,1.78,symbiont-barren,non-spinose,0.043000000000000003
GeoB3175-1,-7.0533,-34.4633,1.78,symbiont-barren,spinose,0.0553
GeoB3175-1,-7.0533,-34.4633,1.78,symbiont-bearing,non-spinose,0
GeoB3175-1,-7.0533,-34.4633,1.78,symbiont-bearing,spinose,0.032
GeoB3175-1,-7.0533,-34.4633,1.78,symbiont-facultative,non-spinose,0.0866
GeoB3175-1,-7.0533,-34.4633,1.78,symbiont-facultative,spinose,0
GeoB3175-1,-7.0533,-34.4633,1.78,symbiont-obligate,spinose,0.7750999999999999
GeoB3175-1,-7.0533,-34.4633,1.78,undetermined,non-spinose,0.0083
GeoB3175-1,-7.0533,-34.4633,1.83,symbiont-barren,non-spinose,0.0651
GeoB3175-1,-7.0533,-34.4633,1.83,symbiont-barren,spinose,0.0107
GeoB3175-1,-7.0533,-34.4633,1.83,symbiont-bearing,non-spinose,0
GeoB3175-1,-7.0533,-34.4633,1.83,symbiont-bearing,spinose,0.029599999999999998
GeoB3175-1,-7.0533,-34.4633,1.83,symbiont-facultative,non-spinose,0.1042
GeoB3175-1,-7.0533,-34.4633,1.83,symbiont-facultative,spinose,0
GeoB3175-1,-7.0533,-34.4633,1.83,symbiont-obligate,spinose,0.7823
GeoB3175-1,-7.0533,-34.4633,1.83,undetermined,non-spinose,0.0074
GeoB3176-1,-7.0117,-34.4417,3.43,symbiont-barren,non-spinose,0.0426
GeoB3176-1,-7.0117,-34.4417,3.43,symbiont-barren,spinose,0.0121
GeoB3176-1,-7.0117,-34.4417,3.43,symbiont-bearing,non-spinose,0
GeoB3176-1,-7.0117,-34.4417,3.43,symbiont-bearing,spinose,0.033499999999999995
GeoB3176-1,-7.0117,-34.4417,3.43,symbiont-facultative,non-spinose,0.18409999999999999
GeoB3176-1,-7.0117,-34.4417,3.43,symbiont-facultative,spinose,0
GeoB3176-1,-7.0117,-34.4417,3.43,symbiont-obligate,spinose,0.7095
GeoB3176-1,-7.0117,-34.4417,3.43,undetermined,non-spinose,0.0152
GeoB3176-1,-7.0117,-34.4417,3.48,symbiont-barren,non-spinose,0.048999999999999995
GeoB3176-1,-7.0117,-34.4417,3.48,symbiont-barren,spinose,0.0225
GeoB3176-1,-7.0117,-34.4417,3.48,symbiont-bearing,non-spinose,0
GeoB3176-1,-7.0117,-34.4417,3.48,symbiont-bearing,spinose,0.040600000000000004
GeoB3176-1,-7.0117,-34.4417,3.48,symbiont-facultative,non-spinose,0.19049999999999997
GeoB3176-1,-7.0117,-34.4417,3.48,symbiont-facultative,spinose,0
GeoB3176-1,-7.0117,-34.4417,3.48,symbiont-obligate,spinose,0.6846000000000001
GeoB3176-1,-7.0117,-34.4417,3.48,undetermined,non-spinose,0.009899999999999999
GeoB3176-1,-7.0117,-34.4417,3.53,symbiont-barren,non-spinose,0.049100000000000005
GeoB3176-1,-7.0117,-34.4417,3.53,symbiont-barren,spinose,0.0391
GeoB3176-1,-7.0117,-34.4417,3.53,symbiont-bearing,non-spinose,0
GeoB3176-1,-7.0117,-34.4417,3.53,symbiont-bearing,spinose,0.048499999999999995
GeoB3176-1,-7.0117,-34.4417,3.53,symbiont-facultative,non-spinose,0.11860000000000001
GeoB3176-1,-7.0117,-34.4417,3.53,symbiont-facultative,spinose,0
GeoB3176-1,-7.0117,-34.4417,3.53,symbiont-obligate,spinose,0.7247
GeoB3176-1,-7.0117,-34.4417,3.53,undetermined,non-spinose,0.013999999999999999
GeoB3176-1,-7.0117,-34.4417,3.58,symbiont-barren,non-spinose,0.021400000000000002
GeoB3176-1,-7.0117,-34.4417,3.58,symbiont-barren,spinose,0.0127
GeoB3176-1,-7.0117,-34.4417,3.58,symbiont-bearing,non-spinose,0
GeoB3176-1,-7.0117,-34.4417,3.58,symbiont-bearing,spinose,0.0164
GeoB3176-1,-7.0117,-34.4417,3.58,symbiont-facultative,non-spinose,0.14160000000000003
GeoB3176-1,-7.0117,-34.4417,3.58,symbiont-facultative,spinose,0
GeoB3176-1,-7.0117,-34.4417,3.58,symbiont-obligate,spinose,0.7942999999999999
GeoB3176-1,-7.0117,-34.4417,3.58,undetermined,non-spinose,0.013300000000000001
GeoB3603-2,-35.125,17.5433,0.33,symbiont-barren,non-spinose,0.647
GeoB3603-2,-35.125,17.5433,0.33,symbiont-barren,spinose,0.163
GeoB3603-2,-35.125,17.5433,0.33,symbiont-bearing,non-spinose,0
GeoB3603-2,-35.125,17.5433,0.33,symbiont-bearing,spinose,0
GeoB3603-2,-35.125,17.5433,0.33,symbiont-facultative,non-spinose,0.1581
GeoB3603-2,-35.125,17.5433,0.33,symbiont-facultative,spinose,0
GeoB3603-2,-35.125,17.5433,0.33,symbiont-obligate,spinose,0.0272
GeoB3603-2,-35.125,17.5433,0.33,undetermined,non-spinose,0.0049
GeoB3603-2,-35.125,17.5433,0.38,symbiont-barren,non-spinose,0.5978
GeoB3603-2,-35.125,17.5433,0.38,symbiont-barren,spinose,0.1708
GeoB3603-2,-35.125,17.5433,0.38,symbiont-bearing,non-spinose,0
GeoB3603-2,-35.125,17.5433,0.38,symbiont-bearing,spinose,0
GeoB3603-2,-35.125,17.5433,0.38,symbiont-facultative,non-spinose,0.2011
GeoB3603-2,-35.125,17.5433,0.38,symbiont-facultative,spinose,0
GeoB3603-2,-35.125,17.5433,0.38,symbiont-obligate,spinose,0.0222
GeoB3603-2,-35.125,17.5433,0.38,undetermined,non-spinose,0.0083
GeoB3722-2,-25.25,12.0217,0.83,symbiont-barren,non-spinose,0.8809999999999999
GeoB3722-2,-25.25,12.0217,0.83,symbiont-barren,spinose,0.0408
GeoB3722-2,-25.25,12.0217,0.83,symbiont-bearing,non-spinose,0
GeoB3722-2,-25.25,12.0217,0.83,symbiont-bearing,spinose,0
GeoB3722-2,-25.25,12.0217,0.83,symbiont-facultative,non-spinose,0.07690000000000001
GeoB3722-2,-25.25,12.0217,0.83,symbiont-facultative,spinose,0
GeoB3722-2,-25.25,12.0217,0.83,symbiont-obligate,spinose,0.0013
GeoB3722-2,-25.25,12.0217,0.83,undetermined,non-spinose,0
GeoB3722-2,-25.25,12.0217,0.88,symbiont-barren,non-spinose,0.8093
GeoB3722-2,-25.25,12.0217,0.88,symbiont-barren,spinose,0.08659999999999998
GeoB3722-2,-25.25,12.0217,0.88,symbiont-bearing,non-spinose,0
GeoB3722-2,-25.25,12.0217,0.88,symbiont-bearing,spinose,0
GeoB3722-2,-25.25,12.0217,0.88,symbiont-facultative,non-spinose,0.0901
GeoB3722-2,-25.25,12.0217,0.88,symbiont-facultative,spinose,0
GeoB3722-2,-25.25,12.0217,0.88,symbiont-obligate,spinose,0.012299999999999998
GeoB3722-2,-25.25,12.0217,0.88,undetermined,non-spinose,0.0016
GeoB3722-2,-25.25,12.0217,0.93,symbiont-barren,non-spinose,0.9109999999999999
GeoB3722-2,-25.25,12.0217,0.93,symbiont-barren,spinose,0.024399999999999998
